Date;Time;Temperature;Pressure;Humidity;Precipitation
2022-09-28;17:00:00;9.9;1006.6;96;0.0
2022-09-28;18:00:00;9.4;1006.5;95;0.0
2022-09-28;19:00:00;9.8;1006.6;96;0.0
2022-09-28;20:00:00;9.3;1006.6;97;0.0
2022-09-28;21:00:00;9.0;1006.5;98;0.0
2022-09-28;22:00:00;7.7;1006.4;99;0.0
2022-09-28;23:00:00;7.6;1006.3;100;0.0
2022-09-29;00:00:00;6.8;1006.1;100;0.0
2022-09-29;01:00:00;6.1;1005.9;100;0.0
2022-09-29;02:00:00;6.1;1005.8;99;0.0
2022-09-29;03:00:00;5.0;1005.6;96;0.0
2022-09-29;04:00:00;4.0;1005.5;92;0.0
2022-09-29;05:00:00;6.1;1005.4;85;0.0
2022-09-29;06:00:00;7.2;1005.5;79;0.0
2022-09-29;07:00:00;8.8;1005.5;87;0.0
2022-09-29;08:00:00;9.4;1005.5;74;0.0
2022-09-29;09:00:00;10.2;1005.4;68;0.0
2022-09-29;10:00:00;10.8;1005.4;70;0.0
2022-09-29;11:00:00;9.5;1005.3;72;0.0
2022-09-29;12:00:00;11.6;1005.3;78;0.0
2022-09-29;13:00:00;11.4;1005.5;82;0.0
2022-09-29;14:00:00;10.0;1005.8;74;0.0
2022-09-29;15:00:00;10.0;1006.3;78;0.6
2022-09-29;16:00:00;9.2;1006.6;85;0.0
2022-09-29;17:00:00;8.7;1006.8;91;0.0
2022-09-29;18:00:00;8.2;1007.0;94;0.0
2022-09-29;19:00:00;7.7;1007.0;95;0.0
2022-09-29;20:00:00;7.0;1007.4;96;0.0
2022-09-29;21:00:00;6.8;1007.5;96;0.0
2022-09-29;22:00:00;6.8;1007.7;97;0.0
2022-09-29;23:00:00;6.6;1007.7;95;0.0
2022-09-30;00:00:00;6.3;1007.8;97;0.0
2022-09-30;01:00:00;6.2;1008.1;98;0.0
2022-09-30;02:00:00;6.1;1008.5;97;0.0
2022-09-30;03:00:00;6.3;1008.7;93;0.0
2022-09-30;04:00:00;5.0;1009.2;88;0.0
2022-09-30;05:00:00;4.4;1009.6;80;0.4
2022-09-30;06:00:00;5.5;1009.9;72;0.0
2022-09-30;07:00:00;6.4;1010.1;65;0.0
2022-09-30;08:00:00;7.8;1010.2;70;0.0
2022-09-30;09:00:00;8.7;1010.6;68;0.0
2022-09-30;10:00:00;9.7;1010.2;71;0.0
2022-09-30;11:00:00;11.8;1010.4;67;0.0
2022-09-30;12:00:00;10.5;1010.4;74;0.0
2022-09-30;13:00:00;10.9;1010.3;83;0.0
2022-09-30;14:00:00;10.8;1010.2;93;0.0
2022-09-30;15:00:00;11.2;1010.2;93;0.0
2022-09-30;16:00:00;9.8;1010.4;92;0.0
2022-09-30;17:00:00;7.7;1010.5;94;0.0
2022-09-30;18:00:00;5.9;1010.3;96;0.0
2022-09-30;19:00:00;6.4;1009.8;97;0.0
2022-09-30;20:00:00;7.2;1009.3;96;0.0
2022-09-30;21:00:00;6.0;1009.1;97;0.0
2022-09-30;22:00:00;5.2;1008.8;99;0.0
2022-09-30;23:00:00;6.5;1008.3;100;0.0
2022-10-01;00:00:00;7.7;1007.7;100;0.0
2022-10-01;01:00:00;7.1;1007.3;100;0.0
2022-10-01;02:00:00;6.5;1006.9;100;0.0
2022-10-01;03:00:00;6.6;1006.8;94;0.0
2022-10-01;04:00:00;6.3;1006.7;90;0.0
2022-10-01;05:00:00;6.9;1006.7;84;0.0
2022-10-01;06:00:00;6.8;1006.3;73;0.0
2022-10-01;07:00:00;10.0;1006.1;68;0.0
2022-10-01;08:00:00;10.7;1005.7;66;0.0
2022-10-01;09:00:00;12.4;1005.5;71;0.0
2022-10-01;10:00:00;13.5;1005.0;71;0.0
2022-10-01;11:00:00;14.3;1004.5;80;0.0
2022-10-01;12:00:00;14.1;1004.2;83;0.0
2022-10-01;13:00:00;14.0;1004.1;86;0.0
2022-10-01;14:00:00;13.8;1004.0;92;0.0
2022-10-01;15:00:00;12.5;1003.9;97;0.0
2022-10-01;16:00:00;11.5;1003.9;98;0.0
2022-10-01;17:00:00;10.1;1003.9;93;0.0
2022-10-01;18:00:00;9.4;1003.9;97;0.5
2022-10-01;19:00:00;9.1;1003.6;99;0.0
2022-10-01;20:00:00;9.6;1003.7;100;0.0
2022-10-01;21:00:00;8.6;1003.6;100;0.0
2022-10-01;22:00:00;9.1;1003.5;100;0.0
2022-10-01;23:00:00;9.1;1003.5;100;0.0
2022-10-02;00:00:00;8.4;1003.6;95;0.0
2022-10-02;01:00:00;8.0;1003.4;95;0.0
2022-10-02;02:00:00;6.8;1003.3;93;0.0
2022-10-02;03:00:00;8.8;1003.4;99;0.0
2022-10-02;04:00:00;9.2;1003.6;97;0.0
2022-10-02;05:00:00;9.1;1004.4;97;0.0
2022-10-02;06:00:00;9.2;1004.3;92;0.0
2022-10-02;07:00:00;9.1;1004.2;92;0.0
2022-10-02;08:00:00;9.9;1004.2;88;0.0
2022-10-02;09:00:00;12.0;1004.6;83;0.0
2022-10-02;10:00:00;12.4;1004.8;82;0.0
2022-10-02;11:00:00;11.9;1005.1;81;0.0
2022-10-02;12:00:00;13.0;1005.5;90;0.0
2022-10-02;13:00:00;13.5;1005.9;97;0.0
2022-10-02;14:00:00;13.4;1006.6;98;0.0
2022-10-02;15:00:00;12.9;1007.2;100;0.0
2022-10-02;16:00:00;11.1;1008.1;100;0.0
2022-10-02;17:00:00;10.1;1008.6;100;0.0
2022-10-02;18:00:00;8.5;1009.2;100;0.0
2022-10-02;19:00:00;7.9;1009.8;100;0.0
2022-10-02;20:00:00;7.6;1010.2;100;0.0
2022-10-02;21:00:00;7.5;1010.8;100;0.0
2022-10-02;22:00:00;7.1;1011.2;100;0.0
2022-10-02;23:00:00;6.8;1011.6;100;0.0
2022-10-03;00:00:00;6.3;1012.0;100;10.0
2022-10-03;01:00:00;6.4;1012.3;100;6.0
2022-10-03;02:00:00;5.9;1012.5;100;0.0
2022-10-03;03:00:00;5.8;1012.8;100;0.0
2022-10-03;04:00:00;5.6;1013.2;100;0.0
2022-10-03;05:00:00;5.7;1013.5;100;0.0
2022-10-03;06:00:00;6.5;1013.8;100;0.0
2022-10-03;07:00:00;7.4;1014.2;97;0.0
2022-10-03;08:00:00;8.4;1014.3;90;0.0
2022-10-03;09:00:00;9.4;1014.3;85;0.0
2022-10-03;10:00:00;10.9;1014.4;81;0.0
2022-10-03;11:00:00;11.4;1014.3;79;0.0
2022-10-03;12:00:00;11.9;1014.2;88;0.0
2022-10-03;13:00:00;12.5;1014.0;95;0.0
2022-10-03;14:00:00;13.2;1013.9;97;0.0
2022-10-03;15:00:00;13.1;1014.2;96;0.0
2022-10-03;16:00:00;11.5;1014.5;98;0.0
2022-10-03;17:00:00;9.8;1014.6;98;0.0
2022-10-03;18:00:00;8.8;1014.5;98;0.0
2022-10-03;19:00:00;9.6;1014.6;98;0.0
2022-10-03;20:00:00;7.9;1014.5;97;0.0
2022-10-03;21:00:00;7.2;1014.1;98;0.0
2022-10-03;22:00:00;6.4;1013.9;97;0.0
2022-10-03;23:00:00;6.2;1013.9;97;0.0
2022-10-04;00:00:00;5.9;1013.8;96;0.0
2022-10-04;01:00:00;4.7;1013.7;98;0.0
2022-10-04;02:00:00;4.4;1013.9;96;0.0
2022-10-04;03:00:00;4.8;1013.6;93;0.0
2022-10-04;04:00:00;4.4;1013.5;85;0.0
2022-10-04;05:00:00;3.6;1013.3;76;0.0
2022-10-04;06:00:00;4.7;1013.3;65;0.0
2022-10-04;07:00:00;6.4;1013.4;60;0.0
2022-10-04;08:00:00;8.5;1013.3;56;0.0
2022-10-04;09:00:00;10.9;1013.1;59;0.0
2022-10-04;10:00:00;12.8;1012.7;59;0.0
2022-10-04;11:00:00;14.1;1012.4;66;0.0
2022-10-04;12:00:00;14.8;1011.8;77;0.0
2022-10-04;13:00:00;15.0;1011.7;81;0.4
2022-10-04;14:00:00;14.8;1011.5;83;0.0
2022-10-04;15:00:00;13.6;1011.1;88;0.0
2022-10-04;16:00:00;11.6;1010.8;87;0.0
2022-10-04;17:00:00;10.8;1010.3;89;0.0
2022-10-04;18:00:00;11.5;1010.4;93;0.0
2022-10-04;19:00:00;11.6;1010.2;96;0.0
2022-10-04;20:00:00;11.7;1009.5;97;0.0
2022-10-04;21:00:00;11.6;1009.2;97;0.0
2022-10-04;22:00:00;11.3;1008.6;96;0.0
2022-10-04;23:00:00;11.0;1007.5;95;0.0
2022-10-05;00:00:00;11.0;1006.5;92;0.0
2022-10-05;01:00:00;10.9;1005.7;93;0.0
2022-10-05;02:00:00;10.9;1005.3;94;0.0
2022-10-05;03:00:00;11.5;1004.5;97;0.0
2022-10-05;04:00:00;11.8;1004.2;97;0.0
2022-10-05;05:00:00;11.9;1004.0;96;0.0
2022-10-05;06:00:00;12.0;1004.2;94;0.0
2022-10-05;07:00:00;11.9;1004.2;95;0.0
2022-10-05;08:00:00;12.4;1004.1;96;0.0
2022-10-05;09:00:00;13.1;1004.3;93;0.0
2022-10-05;10:00:00;13.9;1004.3;93;0.0
2022-10-05;11:00:00;14.1;1004.2;97;0.0
2022-10-05;12:00:00;14.4;1003.8;96;0.0
2022-10-05;13:00:00;14.9;1003.3;94;0.0
2022-10-05;14:00:00;14.9;1002.5;90;0.0
2022-10-05;15:00:00;14.3;1002.2;88;0.0
2022-10-05;16:00:00;14.7;1001.7;85;0.2
2022-10-05;17:00:00;14.8;1001.4;84;0.5
2022-10-05;18:00:00;15.2;1000.7;83;0.1
2022-10-05;19:00:00;15.3;1000.3;82;0.0
2022-10-05;20:00:00;15.4;999.7;81;0.0
2022-10-05;21:00:00;15.4;998.9;81;0.0
2022-10-05;22:00:00;15.3;998.5;81;0.0
2022-10-05;23:00:00;15.4;997.7;82;0.0
2022-10-06;00:00:00;15.3;997.1;88;0.0
2022-10-06;01:00:00;15.2;996.3;84;0.0
2022-10-06;02:00:00;15.0;996.1;93;0.0
2022-10-06;03:00:00;14.8;996.5;88;0.0
2022-10-06;04:00:00;14.1;997.1;81;0.0
2022-10-06;05:00:00;13.7;998.1;73;0.2
2022-10-06;06:00:00;12.3;998.8;68;0.0
2022-10-06;07:00:00;12.8;999.7;67;0.1
2022-10-06;08:00:00;13.1;1001.1;65;0.0
2022-10-06;09:00:00;13.4;1001.9;61;0.2
2022-10-06;10:00:00;13.8;1002.5;64;0.0
2022-10-06;11:00:00;13.9;1003.4;64;0.0
2022-10-06;12:00:00;14.6;1003.9;63;0.0
2022-10-06;13:00:00;14.5;1004.6;68;0.0
2022-10-06;14:00:00;14.5;1005.1;71;0.0
2022-10-06;15:00:00;14.3;1006.1;72;0.0
2022-10-06;16:00:00;13.5;1007.2;74;0.0
2022-10-06;17:00:00;12.7;1007.5;73;0.0
2022-10-06;18:00:00;12.3;1007.6;74;0.0
2022-10-06;19:00:00;12.4;1007.9;74;0.0
2022-10-06;20:00:00;12.2;1008.3;75;0.0
2022-10-06;21:00:00;12.2;1008.9;76;0.0
2022-10-06;22:00:00;12.1;1009.4;78;0.1
2022-10-06;23:00:00;12.0;1009.8;79;0.0
2022-10-07;00:00:00;11.8;1009.9;81;0.7
2022-10-07;01:00:00;11.6;1010.3;83;0.0
2022-10-07;02:00:00;11.2;1010.3;85;0.0
2022-10-07;03:00:00;11.3;1010.5;81;0.0
2022-10-07;04:00:00;11.1;1010.3;79;0.0
2022-10-07;05:00:00;11.4;1010.6;81;0.0
2022-10-07;06:00:00;11.3;1010.7;79;0.0
2022-10-07;07:00:00;12.3;1010.5;78;0.0
2022-10-07;08:00:00;12.8;1009.8;77;0.0
2022-10-07;09:00:00;13.0;1009.2;75;0.0
2022-10-07;10:00:00;14.1;1008.4;75;0.0
2022-10-07;11:00:00;14.7;1007.5;89;0.0
2022-10-07;12:00:00;15.0;1007.1;83;0.0
2022-10-07;13:00:00;15.4;1006.6;83;0.0
2022-10-07;14:00:00;15.2;1005.9;82;0.0
2022-10-07;15:00:00;13.6;1005.6;81;0.0
2022-10-07;16:00:00;13.6;1005.3;80;0.0
2022-10-07;17:00:00;13.3;1004.9;80;0.0
2022-10-07;18:00:00;13.2;1004.5;79;0.0
2022-10-07;19:00:00;13.2;1004.0;80;0.0
2022-10-07;20:00:00;12.9;1003.6;80;0.0
2022-10-07;21:00:00;13.2;1002.6;82;0.0
2022-10-07;22:00:00;13.1;1002.1;81;0.0
2022-10-07;23:00:00;12.9;1001.2;85;0.0
2022-10-08;00:00:00;13.1;1001.2;89;0.0
2022-10-08;01:00:00;13.0;1000.7;87;0.0
2022-10-08;02:00:00;12.8;1000.7;86;0.0
2022-10-08;03:00:00;12.1;1000.9;84;0.0
2022-10-08;04:00:00;11.7;1000.9;81;0.0
2022-10-08;05:00:00;11.3;1001.2;75;0.0
2022-10-08;06:00:00;11.0;1001.7;70;0.0
2022-10-08;07:00:00;10.9;1002.0;66;0.0
2022-10-08;08:00:00;11.1;1002.3;60;0.0
2022-10-08;09:00:00;11.9;1002.6;57;0.9
2022-10-08;10:00:00;12.5;1002.5;59;0.0
2022-10-08;11:00:00;13.1;1002.5;62;0.0
2022-10-08;12:00:00;13.4;1002.9;66;0.0
2022-10-08;13:00:00;13.7;1003.3;74;0.0
2022-10-08;14:00:00;13.0;1003.8;80;0.0
2022-10-08;15:00:00;12.7;1004.5;80;0.0
2022-10-08;16:00:00;10.9;1005.4;80;0.0
2022-10-08;17:00:00;9.2;1006.1;81;0.0
2022-10-08;18:00:00;8.3;1007.0;83;0.0
2022-10-08;19:00:00;8.1;1007.8;82;0.0
2022-10-08;20:00:00;7.5;1008.6;90;0.0
2022-10-08;21:00:00;6.8;1009.1;96;0.1
2022-10-08;22:00:00;6.1;1009.7;99;0.1
2022-10-08;23:00:00;6.1;1010.7;97;0.0
2022-10-09;00:00:00;4.0;1011.3;98;0.0
2022-10-09;01:00:00;2.2;1012.0;99;0.0
2022-10-09;02:00:00;1.5;1012.9;99;0.0
2022-10-09;03:00:00;1.9;1013.6;92;0.0
2022-10-09;04:00:00;1.0;1014.3;80;0.0
2022-10-09;05:00:00;-0.6;1015.0;72;0.0
2022-10-09;06:00:00;0.9;1015.8;67;0.0
2022-10-09;07:00:00;2.6;1016.5;58;0.0
2022-10-09;08:00:00;5.5;1016.8;55;0.0
2022-10-09;09:00:00;7.8;1016.9;56;0.0
2022-10-09;10:00:00;9.6;1016.8;57;0.0
2022-10-09;11:00:00;11.0;1016.8;62;0.0
2022-10-09;12:00:00;11.6;1016.8;68;0.0
2022-10-09;13:00:00;11.4;1016.9;70;0.0
2022-10-09;14:00:00;11.6;1016.8;77;0.0
2022-10-09;15:00:00;11.1;1016.9;81;0.0
2022-10-09;16:00:00;10.6;1017.1;83;0.0
2022-10-09;17:00:00;10.5;1017.2;84;0.0
2022-10-09;18:00:00;10.2;1017.3;88;0.0
2022-10-09;19:00:00;9.6;1017.5;88;0.0
2022-10-09;20:00:00;9.6;1017.5;88;0.0
2022-10-09;21:00:00;8.8;1017.2;91;0.0
2022-10-09;22:00:00;8.0;1016.9;92;0.0
2022-10-09;23:00:00;8.3;1017.0;93;0.0
2022-10-10;00:00:00;8.6;1017.2;94;0.0
2022-10-10;01:00:00;8.6;1016.9;96;0.0
2022-10-10;02:00:00;8.0;1016.8;96;0.0
2022-10-10;03:00:00;7.7;1016.4;92;0.0
2022-10-10;04:00:00;7.3;1016.1;88;0.0
2022-10-10;05:00:00;7.1;1015.9;83;0.0
2022-10-10;06:00:00;7.4;1015.9;76;0.0
2022-10-10;07:00:00;8.4;1015.7;70;0.0
2022-10-10;08:00:00;9.6;1015.4;66;0.0
2022-10-10;09:00:00;10.3;1014.7;66;0.0
2022-10-10;10:00:00;11.8;1013.8;68;0.0
2022-10-10;11:00:00;12.9;1013.0;71;0.0
2022-10-10;12:00:00;13.4;1012.2;76;0.0
2022-10-10;13:00:00;13.7;1011.2;82;0.0
2022-10-10;14:00:00;13.1;1010.6;83;0.0
2022-10-10;15:00:00;12.7;1010.0;83;0.0
2022-10-10;16:00:00;11.7;1009.8;82;0.0
2022-10-10;17:00:00;10.9;1009.4;92;0.0
2022-10-10;18:00:00;10.6;1008.9;93;0.0
2022-10-10;19:00:00;10.4;1008.0;95;0.0
2022-10-10;20:00:00;10.7;1007.8;96;0.0
2022-10-10;21:00:00;10.0;1006.6;96;0.0
2022-10-10;22:00:00;10.0;1006.0;96;0.0
2022-10-10;23:00:00;9.9;1005.0;98;0.0
2022-10-11;00:00:00;9.8;1004.3;98;0.0
2022-10-11;01:00:00;9.1;1003.5;97;0.0
2022-10-11;02:00:00;9.3;1003.5;95;0.0
2022-10-11;03:00:00;9.0;1003.3;95;0.0
2022-10-11;04:00:00;9.1;1003.4;90;0.0
2022-10-11;05:00:00;9.4;1004.1;84;0.0
2022-10-11;06:00:00;8.9;1004.7;78;0.0
2022-10-11;07:00:00;8.2;1005.5;72;0.0
2022-10-11;08:00:00;8.4;1006.1;67;0.0
2022-10-11;09:00:00;9.1;1006.9;63;0.0
2022-10-11;10:00:00;9.8;1007.7;58;0.0
2022-10-11;11:00:00;10.7;1008.6;59;0.0
2022-10-11;12:00:00;11.7;1009.5;68;0.0
2022-10-11;13:00:00;11.8;1010.5;72;0.0
2022-10-11;14:00:00;11.7;1011.5;76;0.0
2022-10-11;15:00:00;11.2;1012.5;76;1.0
2022-10-11;16:00:00;8.8;1013.1;77;0.2
2022-10-11;17:00:00;7.6;1013.7;79;0.7
2022-10-11;18:00:00;6.8;1014.4;80;0.0
2022-10-11;19:00:00;6.7;1015.1;84;0.0
2022-10-11;20:00:00;6.0;1015.6;90;0.0
2022-10-11;21:00:00;5.4;1015.8;96;1.0
2022-10-11;22:00:00;5.0;1016.2;98;0.8
2022-10-11;23:00:00;3.8;1016.7;98;0.1
2022-10-12;00:00:00;2.8;1017.3;100;0.0
2022-10-12;01:00:00;0.9;1017.8;100;0.0
2022-10-12;02:00:00;-0.3;1018.2;100;0.0
2022-10-12;03:00:00;-0.7;1018.7;94;0.0
2022-10-12;04:00:00;-1.1;1019.2;90;0.0
2022-10-12;05:00:00;-1.2;1019.7;78;0.0
2022-10-12;06:00:00;-1.2;1019.8;65;0.0
2022-10-12;07:00:00;1.5;1020.2;61;0.0
2022-10-12;08:00:00;3.2;1020.2;63;0.0
2022-10-12;09:00:00;6.3;1020.3;60;0.0
2022-10-12;10:00:00;8.8;1020.4;58;0.0
2022-10-12;11:00:00;9.5;1020.2;64;0.0
2022-10-12;12:00:00;10.1;1020.0;70;0.0
2022-10-12;13:00:00;10.5;1019.9;83;0.0
2022-10-12;14:00:00;10.3;1019.9;84;0.0
2022-10-12;15:00:00;8.7;1019.8;82;0.0
2022-10-12;16:00:00;7.0;1019.6;84;0.0
2022-10-12;17:00:00;4.5;1019.6;86;0.0
2022-10-12;18:00:00;3.6;1019.3;88;0.0
2022-10-12;19:00:00;4.9;1019.3;93;0.0
2022-10-12;20:00:00;4.7;1019.1;97;0.0
2022-10-12;21:00:00;5.1;1018.9;98;0.0
2022-10-12;22:00:00;6.6;1018.7;99;0.0
2022-10-12;23:00:00;6.2;1018.7;99;0.0
2022-10-13;00:00:00;6.4;1018.5;99;0.0
2022-10-13;01:00:00;6.5;1018.2;98;0.0
2022-10-13;02:00:00;6.4;1017.8;99;0.0
2022-10-13;03:00:00;6.9;1017.5;98;0.0
2022-10-13;04:00:00;7.0;1017.4;96;0.0
2022-10-13;05:00:00;7.4;1017.1;89;0.0
2022-10-13;06:00:00;7.3;1017.0;86;0.0
2022-10-13;07:00:00;8.1;1016.9;80;0.0
2022-10-13;08:00:00;8.9;1016.6;73;0.0
2022-10-13;09:00:00;10.5;1016.4;76;0.0
2022-10-13;10:00:00;10.9;1015.9;76;0.0
2022-10-13;11:00:00;11.9;1015.3;78;0.0
2022-10-13;12:00:00;12.9;1015.1;81;0.0
2022-10-13;13:00:00;12.0;1014.9;83;0.0
2022-10-13;14:00:00;11.7;1014.7;87;0.0
2022-10-13;15:00:00;11.4;1014.6;88;0.0
2022-10-13;16:00:00;10.9;1014.5;91;0.0
2022-10-13;17:00:00;10.3;1014.5;95;0.0
2022-10-13;18:00:00;9.8;1014.3;97;0.0
2022-10-13;19:00:00;9.6;1014.0;99;0.0
2022-10-13;20:00:00;9.2;1013.9;100;0.0
2022-10-13;21:00:00;8.4;1013.7;100;0.0
2022-10-13;22:00:00;8.1;1013.2;100;0.0
2022-10-13;23:00:00;7.3;1013.0;100;0.0
2022-10-14;00:00:00;6.3;1012.7;100;0.0
2022-10-14;01:00:00;5.9;1012.5;100;0.0
2022-10-14;02:00:00;5.4;1012.2;100;0.0
2022-10-14;03:00:00;5.8;1011.9;100;0.0
2022-10-14;04:00:00;5.0;1011.5;100;0.0
2022-10-14;05:00:00;4.0;1011.4;92;0.0
2022-10-14;06:00:00;4.0;1011.4;87;0.0
2022-10-14;07:00:00;4.1;1011.4;80;0.0
2022-10-14;08:00:00;8.7;1011.3;76;0.0
2022-10-14;09:00:00;10.4;1010.9;77;0.0
2022-10-14;10:00:00;11.2;1010.7;76;0.0
2022-10-14;11:00:00;12.3;1010.4;80;0.0
2022-10-14;12:00:00;13.1;1010.3;84;0.0
2022-10-14;13:00:00;12.3;1010.0;85;0.0
2022-10-14;14:00:00;12.4;1009.9;88;0.0
2022-10-14;15:00:00;11.7;1009.6;90;0.0
2022-10-14;16:00:00;10.9;1009.5;92;0.0
2022-10-14;17:00:00;10.2;1009.7;93;0.0
2022-10-14;18:00:00;10.2;1009.5;93;0.0
2022-10-14;19:00:00;10.2;1009.2;95;0.0
2022-10-14;20:00:00;10.2;1009.0;95;0.0
2022-10-14;21:00:00;10.1;1008.8;98;0.0
2022-10-14;22:00:00;10.2;1008.6;98;0.0
2022-10-14;23:00:00;9.8;1008.4;99;0.0
2022-10-15;00:00:00;9.6;1007.8;99;0.0
2022-10-15;01:00:00;9.0;1007.2;98;0.0
2022-10-15;02:00:00;8.8;1007.0;96;0.0
2022-10-15;03:00:00;8.9;1006.4;98;0.0
2022-10-15;04:00:00;8.7;1006.0;97;0.0
2022-10-15;05:00:00;9.2;1005.5;94;0.0
2022-10-15;06:00:00;9.5;1005.1;88;0.0
2022-10-15;07:00:00;10.1;1004.9;86;0.0
2022-10-15;08:00:00;11.3;1005.0;89;0.0
2022-10-15;09:00:00;12.1;1004.9;94;0.0
2022-10-15;10:00:00;12.8;1004.7;96;0.0
2022-10-15;11:00:00;13.3;1004.7;97;0.0
2022-10-15;12:00:00;13.1;1004.5;97;0.0
2022-10-15;13:00:00;12.9;1004.5;99;0.0
2022-10-15;14:00:00;12.7;1004.8;98;0.0
2022-10-15;15:00:00;12.5;1005.0;99;0.0
2022-10-15;16:00:00;12.2;1005.3;99;0.0
2022-10-15;17:00:00;12.0;1005.4;99;0.0
2022-10-15;18:00:00;11.9;1005.3;99;0.0
2022-10-15;19:00:00;12.0;1005.1;100;0.0
2022-10-15;20:00:00;12.1;1005.1;98;0.0
2022-10-15;21:00:00;11.7;1005.0;98;0.0
2022-10-15;22:00:00;12.1;1004.7;96;0.0
2022-10-15;23:00:00;12.1;1004.5;97;0.0
2022-10-16;00:00:00;12.3;1004.1;96;0.0
2022-10-16;01:00:00;12.1;1003.7;97;0.2
2022-10-16;02:00:00;12.2;1003.4;95;0.2
2022-10-16;03:00:00;11.8;1003.1;95;0.0
2022-10-16;04:00:00;11.8;1003.1;95;0.0
2022-10-16;05:00:00;11.6;1003.6;90;0.0
2022-10-16;06:00:00;11.6;1004.1;85;0.1
2022-10-16;07:00:00;11.7;1004.4;75;0.5
2022-10-16;08:00:00;11.9;1004.5;78;0.0
2022-10-16;09:00:00;12.4;1004.5;82;0.0
2022-10-16;10:00:00;12.7;1004.5;95;0.0
2022-10-16;11:00:00;12.7;1003.9;97;0.0
2022-10-16;12:00:00;12.4;1003.6;92;0.0
2022-10-16;13:00:00;12.2;1003.0;91;0.0
2022-10-16;14:00:00;11.2;1002.5;90;0.0
2022-10-16;15:00:00;10.4;1002.1;88;4.0
2022-10-16;16:00:00;10.3;1001.9;88;0.0
2022-10-16;17:00:00;9.8;1002.4;86;0.0
2022-10-16;18:00:00;9.1;1003.0;86;0.0
2022-10-16;19:00:00;9.1;1003.5;85;0.0
2022-10-16;20:00:00;9.7;1004.1;87;0.0
2022-10-16;21:00:00;9.5;1005.5;85;0.5
2022-10-16;22:00:00;9.1;1006.3;82;0.2
2022-10-16;23:00:00;9.0;1007.3;83;0.0
2022-10-17;00:00:00;8.5;1008.2;84;0.0
2022-10-17;01:00:00;8.6;1009.4;85;0.0
2022-10-17;02:00:00;8.6;1010.5;86;0.0
2022-10-17;03:00:00;8.3;1011.8;84;0.0
2022-10-17;04:00:00;8.0;1013.2;79;0.0
2022-10-17;05:00:00;7.7;1014.4;73;0.0
2022-10-17;06:00:00;7.4;1015.6;70;0.0
2022-10-17;07:00:00;8.0;1016.7;67;0.0
2022-10-17;08:00:00;9.1;1017.3;65;1.0
2022-10-17;09:00:00;10.3;1018.4;68;0.0
2022-10-17;10:00:00;10.9;1018.6;71;0.1
2022-10-17;11:00:00;11.8;1018.8;79;0.3
2022-10-17;12:00:00;12.1;1018.8;84;0.0
2022-10-17;13:00:00;11.9;1018.9;90;0.0
2022-10-17;14:00:00;11.5;1018.7;89;0.3
2022-10-17;15:00:00;10.8;1018.0;92;0.0
2022-10-17;16:00:00;10.1;1017.9;95;0.0
2022-10-17;17:00:00;9.7;1017.7;98;0.0
2022-10-17;18:00:00;9.5;1017.0;99;0.0
2022-10-17;19:00:00;9.3;1016.7;99;0.0
2022-10-17;20:00:00;8.2;1016.5;100;0.0
2022-10-17;21:00:00;7.8;1015.6;100;0.0
2022-10-17;22:00:00;7.2;1014.3;100;0.0
2022-10-17;23:00:00;7.0;1014.3;100;0.0
2022-10-18;00:00:00;6.9;1013.7;100;0.0
2022-10-18;01:00:00;6.8;1014.1;99;0.0
2022-10-18;02:00:00;6.7;1014.1;98;0.0
2022-10-18;03:00:00;6.7;1013.9;99;0.0
2022-10-18;04:00:00;6.4;1014.4;98;0.0
2022-10-18;05:00:00;6.6;1014.3;95;0.0
2022-10-18;06:00:00;6.6;1014.7;90;0.0
2022-10-18;07:00:00;6.8;1015.5;85;0.0
2022-10-18;08:00:00;7.1;1015.3;87;0.0
2022-10-18;09:00:00;7.9;1015.5;85;0.0
2022-10-18;10:00:00;8.8;1015.2;81;0.0
2022-10-18;11:00:00;9.0;1015.3;84;0.0
2022-10-18;12:00:00;9.1;1015.6;94;0.0
2022-10-18;13:00:00;9.0;1015.7;95;1.0
2022-10-18;14:00:00;9.0;1016.0;97;1.0
2022-10-18;15:00:00;8.6;1016.5;99;1.0
2022-10-18;16:00:00;6.4;1017.2;92;1.0
2022-10-18;17:00:00;6.7;1017.8;83;0.6
2022-10-18;18:00:00;5.6;1018.1;87;0.0
2022-10-18;19:00:00;4.4;1018.8;90;0.0
2022-10-18;20:00:00;4.4;1019.3;89;0.0
2022-10-18;21:00:00;4.7;1019.8;90;0.0
2022-10-18;22:00:00;3.7;1020.2;94;0.0
2022-10-18;23:00:00;2.5;1020.7;94;0.0
2022-10-19;00:00:00;2.7;1021.3;94;0.0
2022-10-19;01:00:00;1.8;1021.6;93;0.0
2022-10-19;02:00:00;0.7;1021.9;92;0.0
2022-10-19;03:00:00;1.0;1022.1;92;0.0
2022-10-19;04:00:00;0.6;1022.6;85;0.0
2022-10-19;05:00:00;1.0;1023.0;79;0.0
2022-10-19;06:00:00;1.2;1023.5;73;0.0
2022-10-19;07:00:00;2.3;1024.0;69;0.0
2022-10-19;08:00:00;3.9;1024.2;67;0.0
2022-10-19;09:00:00;6.0;1024.2;66;0.0
2022-10-19;10:00:00;7.2;1024.3;66;0.0
2022-10-19;11:00:00;8.3;1024.2;73;0.0
